pl_name,hostname,discoverymethod,disc_year,pl_dens_source,pl_rade,pl_bmasse,pl_dens,pl_orbper,pl_orbsmax,pl_orbeccen,st_teff,st_met,sy_pnum,pl_rade_was_imputed,pl_bmasse_was_imputed,pl_dens_was_imputed,pl_orbper_was_imputed,pl_orbsmax_was_imputed,pl_orbeccen_was_imputed,st_teff_was_imputed,st_met_was_imputed,sy_pnum_was_imputed,complete_case_before_imputation,any_feature_was_imputed,imputation_method
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,Microlensing,2009.0,derived_from_pl_bmasse_pl_rade,4.72,20.000000000000004,1.0487470724855026,4.905408801807739,2.8,0.12673685164533158,5031.692109955936,-0.018178558298874794,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,Microlensing,2014.0,derived_from_pl_bmasse_pl_rade,8.74,57.00000000000001,0.4707684174554167,5.777452778404935,15.000000000000004,0.13811116598064296,5151.017946425067,0.015383987224511312,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,Microlensing,2014.0,derived_from_pl_bmasse_pl_rade,12.900000000000002,1500.0000000000005,3.8529102259339845,26.110111279407565,1.6999999999999997,0.22042700859376502,5029.131521667736,-0.058395560024867524,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,Microlensing,2018.0,derived_from_pl_bmasse_pl_rade,9.009999999999996,60.0,0.45231775875987257,5.073910796697427,7.999999999999999,0.13564413316576926,5151.146412441979,-0.014611848416714406,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,Microlensing,2012.0,derived_from_pl_bmasse_pl_rade,14.200000000000001,170.00000000000006,0.3273788735188356,67.14510758430143,2.7199999999999998,0.20003371517623536,4872.573987632612,-0.030724786798926453,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,Microlensing,2015.0,derived_from_pl_bmasse_pl_rade,13.900000000000004,280.0000000000001,0.5748842259456757,286.6720037514808,1.8899999999999997,0.18996205352846238,5801.3215980602035,-0.08916222971178267,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,Microlensing,2012.0,derived_from_pl_bmasse_pl_rade,7.72,46.10000000000001,0.5524790142851838,102.99999999999996,3.999999999999999,0.0,3472.0,0.19,2.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,Microlensing,2012.0,derived_from_pl_bmasse_pl_rade,13.900000000000004,270.00000000000006,0.554352646447616,103.0008324058361,4.799999999999997,2.1035331010570758e-07,3472.004170931591,0.1899996901437701,2.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,Microlensing,2013.0,derived_from_pl_bmasse_pl_rade,13.400000000000002,588.0,1.347502851082081,6.575614407370292,0.8699999999999999,0.20425731679661355,5383.463654929018,-0.020966481679218028,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,Microlensing,2013.0,derived_from_pl_bmasse_pl_rade,13.199999999999998,868.0000000000003,2.0809646047249353,17.09891898016958,3.4500000000000006,0.3384025169044697,5199.689213933731,-0.06179101463959548,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,Microlensing,2015.0,derived_from_pl_bmasse_pl_rade,13.599999999999998,119.99999999999996,0.263045745980053,8.001186483426416,0.7400000000000002,0.28390962860833363,5499.004731165682,-0.010030897675831749,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,Microlensing,2016.0,derived_from_pl_bmasse_pl_rade,14.300000000000002,150.00000000000003,0.28284591343909643,14.827326372742743,1.6,0.21638604521219781,5780.4864858355595,-0.02363838079714523,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,Microlensing,2020.0,derived_from_pl_bmasse_pl_rade,8.39,53.099999999999994,0.4957644716466863,5.032461778760278,4.43,0.14673398114034242,5076.417459034126,-0.036857721732171764,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,Microlensing,2016.0,derived_from_pl_bmasse_pl_rade,6.56,35.0,0.6836334240470976,8.360721658377011,2.6,0.3029439834400906,5648.976019345029,0.0591049225356606,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,Microlensing,2014.0,derived_from_pl_bmasse_pl_rade,12.300000000000004,4100.0,12.14885319584903,41.811426750383596,0.8000000000000002,0.3587612314463876,4190.472189166549,-0.17832133392548927,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,Microlensing,2017.0,derived_from_pl_bmasse_pl_rade,11.599999999999998,91.99999999999997,0.32499794989544467,35.84106327838097,3.6,0.20801860073354153,5486.8827113981,0.058499636957811435,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,Microlensing,2014.0,derived_from_pl_bmasse_pl_rade,1.16,1.66,5.864093443765634,3.8096894781419883,0.702,0.026237848987507795,3716.3848105220195,-0.051866161723262166,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,Microlensing,2019.0,derived_from_pl_bmasse_pl_rade,12.500000000000002,3019.999999999999,8.525967360000001,20.57649007199514,0.39,0.21213740986753024,5046.571768786641,-0.15792517209026144,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,Microlensing,2017.0,derived_from_pl_bmasse_pl_rade,14.1,200.00000000000003,0.39340458708036224,204.28505216307437,2.6,0.21301593441577693,5400.799702035251,0.0018734970428630725,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,Microlensing,2018.0,derived_from_pl_bmasse_pl_rade,13.199999999999998,860.0000000000003,2.0617852074463645,17.47796542539433,1.7999999999999998,0.1506125037775283,4939.203920570483,-0.027383577905226292,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,Microlensing,2015.0,derived_from_pl_bmasse_pl_rade,14.1,206.58846455000003,0.406364247959294,679.7569702066704,3.4800000000000004,0.07622278840776546,5395.3808676886965,-0.12838715498490383,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2014-BLG-0221L b,OGLE-2014-BLG-0221L,Microlensing,2024.0,derived_from_pl_bmasse_pl_rade,12.900000000000002,1382.55357045,3.5512365263255643,28.000335598663895,3.759999999999998,0.43458084541890546,4973.565317062801,-0.04762629180501582,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,Microlensing,2022.0,derived_from_pl_bmasse_pl_rade,14.1,181.16219199,0.35635018667199625,228.19625671309163,3.49,0.17978005161057847,5224.584077301217,-0.038797037589709094,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,Microlensing,2016.0,derived_from_pl_bmasse_pl_rade,12.999999999999998,1169.6085377599998,2.9354672176643786,5.5417882205189315,4.529999999999998,0.3344625582768048,4957.418626394186,-0.10224181158500177,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,Microlensing,2018.0,derived_from_pl_bmasse_pl_rade,8.59,55.300000000000004,0.4810745713705039,103.00030102697495,1.5000000000000004,3.1073926076448017e-07,3472.0039259136342,0.1900000779855992,2.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,Microlensing,2018.0,derived_from_pl_bmasse_pl_rade,11.000000000000002,83.7,0.3467481592787378,103.00232418961427,1.6999999999999997,1.5918771528649444e-06,3472.0236614197083,0.1899997801358574,2.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,Microlensing,2016.0,derived_from_pl_bmasse_pl_rade,13.799999999999999,295.89824692,0.6208288561032116,257.1063995720596,1.8869999999999996,0.18741093368934122,5560.168785718426,-0.0566611322766407,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,Microlensing,2016.0,derived_from_pl_bmasse_pl_rade,13.999999999999998,230.00000000000009,0.46217930029154514,64.22883710107241,0.73,0.19968954279383208,5273.960716217851,0.029449168926551104,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,Microlensing,2016.0,derived_from_pl_bmasse_pl_rade,13.099999999999998,1099.9999999999998,2.698022455496686,8.71660598425108,1.6,0.1024601032200392,6183.580033558099,-0.09962782743483133,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,Microlensing,2016.0,derived_from_pl_bmasse_pl_rade,4.86,21.0,1.008735369181778,4.254903882712904,2.7,0.16746317646106582,5461.166608395685,-0.0058463652863289806,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2015-BLG-1609L b,OGLE-2015-BLG-1609L,Microlensing,2025.0,derived_from_pl_bmasse_pl_rade,10.399999999999999,76.27881768,0.3739131136630917,24.031873408692494,100.0,0.034982126697608924,7314.0,0.1183990297030171,1.0,False,False,False,True,True,True,True,True,False,False,True,knn
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,Microlensing,2019.0,derived_from_pl_bmasse_pl_rade,13.199999999999998,806.9999999999997,1.9347217004758326,4.238063563913791,2.0700000000000003,0.2729387555515898,5037.641225251398,0.01214528739052322,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,Microlensing,2019.0,derived_from_pl_bmasse_pl_rade,4.42,17.899999999999995,1.1430177764935086,8.198535943606913,2.62,0.11334093974358873,5698.660407899669,0.07436552817012979,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,Microlensing,2020.0,derived_from_pl_bmasse_pl_rade,14.300000000000002,138.0,0.26021824036396873,34.731493930791544,0.8500000000000002,0.2651733991142102,5668.793309279122,0.031925216437433776,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2016-BLG-0007L b,OGLE-2016-BLG-0007L,Microlensing,2025.0,derived_from_pl_bmasse_pl_rade,1.09,1.3200000000000005,5.620322015954855,14200.000000000007,10.100000000000001,0.2065205414984904,4515.56200669679,0.00024923705378480585,1.0,False,False,False,False,False,True,True,True,False,False,True,knn
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,Microlensing,2017.0,derived_from_pl_bmasse_pl_rade,12.999999999999998,1300.0000000000005,3.262721893491125,7.648693824583902,5.400000000000004,0.2288952562105817,4895.972490037639,-0.10540147542293725,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,Microlensing,2017.0,derived_from_pl_bmasse_pl_rade,12.999999999999998,1330.0,3.338015475648612,4.483101525819574,6.399999999999999,0.2865595406765575,4935.484877268795,-0.10336376063833921,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,Microlensing,2019.0,derived_from_pl_bmasse_pl_rade,14.300000000000002,140.00000000000006,0.2639895192098234,15.960435705424604,1.6999999999999997,0.24147214629893862,5723.331166832632,-0.09466694139565612,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2016-BLG-1093L b,OGLE-2016-BLG-1093L,Microlensing,2022.0,derived_from_pl_bmasse_pl_rade,13.999999999999998,225.65816897000005,0.45345449843315605,140.40537453700406,2.1299999999999994,0.18748684678692365,5866.5954370718955,0.02589182034959794,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,Microlensing,2017.0,derived_from_pl_bmasse_pl_rade,12.300000000000004,4252.999999999998,12.602212839499002,1220.0000000000005,2.1700000000000004,0.42,4152.98574132406,0.0007020645435158006,1.0,False,False,False,False,False,False,True,True,False,False,True,knn
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,Microlensing,2017.0,derived_from_pl_bmasse_pl_rade,1.1099999999999999,1.4299999999999997,5.765458665385618,1.211206781816273,1.1599999999999997,0.02161673967533993,3821.2142270336553,-0.1822530786827422,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,Microlensing,2020.0,derived_from_pl_bmasse_pl_rade,13.900000000000004,249.99999999999994,0.5132894874514963,79.12046244442324,3.4,0.17445720745392643,5635.908431301384,-0.02361772879111709,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2016-BLG-1266L b,OGLE-2016-BLG-1266L,Microlensing,2018.0,derived_from_pl_bmasse_pl_rade,12.400000000000002,3813.940884000002,11.030003836297032,239.44799442899597,0.43,0.24184397856245823,5325.142313577778,-0.024391986321825928,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2016-BLG-1598L b,OGLE-2016-BLG-1598L,Microlensing,2024.0,derived_from_pl_bmasse_pl_rade,13.599999999999998,120.77479465999997,0.26474413297439514,13.194456369313045,2.499999999999999,0.27235340385158197,5503.112455972922,0.0514602566569872,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2016-BLG-1800L b,OGLE-2016-BLG-1800L,Microlensing,2024.0,derived_from_pl_bmasse_pl_rade,13.199999999999998,823.17557413,1.973501420781863,12.561926241502604,1.88,0.23380797085573635,5017.387818389206,-0.011328853004904962,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,Microlensing,2018.0,derived_from_pl_bmasse_pl_rade,1.62,3.2689999999999997,4.239714756671013,6.707474186489474,3.9130000000000016,0.042794195913613234,5243.505247838169,-0.1966245044906071,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2017-BLG-0364L b,OGLE-2017-BLG-0364L,Microlensing,2024.0,derived_from_pl_bmasse_pl_rade,10.3,75.79999999999998,0.38249370611323763,23.47641849187274,3.7900000000000005,0.16269035959219813,5578.304774274875,-0.10051577068576667,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,Microlensing,2018.0,derived_from_pl_bmasse_pl_rade,13.999999999999998,126.99999999999999,0.25520335276967937,5.683387558080159,2.424,0.2793222538328265,5712.641311114987,0.028447121361032803,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,Microlensing,2020.0,derived_from_pl_bmasse_pl_rade,14.200000000000001,130.00000000000006,0.25034855033793324,10.269979496289173,3.5000000000000004,0.24253062437398612,5606.4156073727945,0.02464431348469316,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2017-BLG-0448L b,OGLE-2017-BLG-0448L,Microlensing,2024.0,derived_from_pl_bmasse_pl_rade,4.08,15.6,1.2665165547187731,5.379804721235787,5.750000000000001,0.19643888851471178,5347.375566345483,0.19293585701692426,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,Microlensing,2018.0,derived_from_pl_bmasse_pl_rade,2.95,9.0,1.9330506040052777,8.636784092719848,1.7999999999999998,0.03433131105283979,5123.661106872148,-0.10536787286617287,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,Microlensing,2020.0,derived_from_pl_bmasse_pl_rade,14.200000000000001,159.99999999999991,0.3081212927236101,6.28708933610408,4.06,0.19761228645161977,5511.6820034373195,0.14447602365703943,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2017-BLG-0640L b,OGLE-2017-BLG-0640L,Microlensing,2024.0,derived_from_pl_bmasse_pl_rade,13.5,514.8820193400003,1.1539133077846917,194.59178993773241,1.1399999999999997,0.26079612355439086,5066.752442549213,0.05102844600979621,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,Microlensing,2020.0,derived_from_pl_bmasse_pl_rade,12.799999999999999,1760.0000000000005,4.627532958984374,67.02551394948333,3.919999999999999,0.2580362622840772,5106.164952957853,-0.04843630843306515,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,Microlensing,2021.0,derived_from_pl_bmasse_pl_rade,13.099999999999998,959.8417891399996,2.354249728021668,20.224252808641506,2.73,0.10850390390418993,4969.564474569498,-0.05437555985536552,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,Microlensing,2018.0,derived_from_pl_bmasse_pl_rade,13.5,505.0000000000005,1.1317664990092975,105.82780453122692,1.0199999999999998,0.26423656687529956,5190.675673905781,-0.014251257476367175,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2017-BLG-1237L b,OGLE-2017-BLG-1237L,Microlensing,2024.0,derived_from_pl_bmasse_pl_rade,12.999999999999998,1207.7479465999998,3.0311889747621303,7.214490670352002,2.5300000000000002,0.5952609716261535,5004.606323213942,-0.08356784783268581,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2017-BLG-1275L b,OGLE-2017-BLG-1275L,Microlensing,2024.0,derived_from_pl_bmasse_pl_rade,12.799999999999999,1875.1876012999999,4.930393425735568,275.9766185058995,2.09,0.4434779047377725,5623.082917042852,0.14991967169273407,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,Microlensing,2020.0,derived_from_pl_bmasse_pl_rade,12.400000000000002,3584.9999999999995,10.367901589406198,379.4560240320044,3.040000000000001,0.326628662458747,5093.155990703602,0.03638520639736222,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,Microlensing,2018.0,derived_from_pl_bmasse_pl_rade,1.94,4.43,3.345532846923269,3.7228090609654503,1.1799999999999997,0.009528513522758202,4253.335080820419,-0.13652714602187813,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,Microlensing,2018.0,derived_from_pl_bmasse_pl_rade,13.999999999999998,239.99999999999994,0.4822740524781342,18.071475437097167,0.5900000000000001,0.15958618682092504,5354.695885409541,0.028228147174060608,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2017-BLG-1691L b,OGLE-2017-BLG-1691L,Microlensing,2022.0,derived_from_pl_bmasse_pl_rade,3.9200000000000004,14.62010672,1.3383173354586526,3.7741669535449915,2.4099999999999997,0.024099146295357875,4802.269122477399,0.20923711845630516,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,Microlensing,2023.0,derived_from_pl_bmasse_pl_rade,2.15,5.269999999999999,2.923896512256783,8.95738571167836,1.75,0.026586266631947384,4797.649112331553,0.1607368887199399,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2018-BLG-0298L b,OGLE-2018-BLG-0298L,Microlensing,2022.0,derived_from_pl_bmasse_pl_rade,7.5600000000000005,44.49597698000001,0.5678349532040755,4.0790543372186985,2.8600000000000008,0.2178973518191686,5334.082320638263,0.02824296511769709,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2018-BLG-0383L b,OGLE-2018-BLG-0383L,Microlensing,2022.0,derived_from_pl_bmasse_pl_rade,2.41,6.4,2.521132134754432,6.149533958016275,1.7999999999999998,0.051668741810892906,4946.392718680004,-0.08701684815201816,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,Microlensing,2022.0,derived_from_pl_bmasse_pl_rade,4.18,16.300000000000004,1.230624397477624,6.524010009990137,2.9999999999999996,0.09288774016477264,5535.219448240138,0.15791982856217165,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2018-BLG-0516L b,OGLE-2018-BLG-0516L,Microlensing,2022.0,derived_from_pl_bmasse_pl_rade,4.7299999999999995,20.099999999999998,1.0473199998068488,5.021166902474257,2.1999999999999997,0.09532829832378467,4940.168003162975,-0.014339118091800582,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,Microlensing,2020.0,derived_from_pl_bmasse_pl_rade,2.37,6.228,2.5797066763481182,6.235600331926726,1.0639999999999998,0.027887232398440646,5511.256566310364,0.013359834434838354,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,Microlensing,2021.0,derived_from_pl_bmasse_pl_rade,12.300000000000004,101.70509024000005,0.3013659050234971,6.961938080774249,2.7199999999999998,0.30000117623215594,5779.895454699967,0.023015409641842396,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,Microlensing,2019.0,derived_from_pl_bmasse_pl_rade,3.81,13.930000000000001,1.388810371671487,4.0300864000711325,0.9700000000000003,0.011058435928537743,4764.3119776513495,0.16496259788166065,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,Microlensing,2020.0,derived_from_pl_bmasse_pl_rade,1.82,3.96,3.6219944769636836,5.329073917841886,0.6300000000000001,0.01493859115632102,4262.902347778574,-0.13649685216085747,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,Microlensing,2019.0,derived_from_pl_bmasse_pl_rade,12.900000000000002,1500.0000000000005,3.8529102259339845,5480.0,4.999999999999999,0.0,5912.0,-0.24000000000000002,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,Microlensing,2022.0,derived_from_pl_bmasse_pl_rade,10.899999999999999,82.63538581999998,0.35184657440990114,50.55446988316855,1.2799999999999998,0.09054967644289082,4857.154525579412,-0.05176602155200667,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2018-BLG-0932L b,OGLE-2018-BLG-0932L,Microlensing,2022.0,derived_from_pl_bmasse_pl_rade,13.900000000000004,282.86728222999994,0.5807712092505377,222.5300657421693,1.75,0.14512484429251996,5714.78942657249,-0.13591749630577754,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2018-BLG-0962L b,OGLE-2018-BLG-0962L,Microlensing,2021.0,derived_from_pl_bmasse_pl_rade,13.599999999999998,425.8900653800004,0.9335714162781302,141.25050107886847,3.5900000000000016,0.16853520214625273,5122.499274652917,0.016850123032828138,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2018-BLG-0977L b,OGLE-2018-BLG-0977L,Microlensing,2022.0,derived_from_pl_bmasse_pl_rade,2.41,6.4,2.521132134754432,6.149533957942756,2.0000000000000004,0.05460861630715938,4946.392718668593,-0.08701684815181068,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,Microlensing,2019.0,derived_from_pl_bmasse_pl_rade,13.5,570.0000000000001,1.2774394147233654,102.99999999999996,1.7999999999999998,0.0,3472.0,0.19,2.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,Microlensing,2019.0,derived_from_pl_bmasse_pl_rade,13.199999999999998,890.0,2.1337079472410054,103.00100531447762,0.8000000000000002,1.7667008177960594e-06,3472.0126169556474,0.18999899135083095,2.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,Microlensing,2022.0,derived_from_pl_bmasse_pl_rade,13.900000000000004,289.22385037000015,0.5938222476606622,200.95785383116888,4.06,0.11385942112386503,5057.313795633857,-0.1305286803131794,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2018-BLG-1126L b,OGLE-2018-BLG-1126L,Microlensing,2022.0,derived_from_pl_bmasse_pl_rade,4.409999999999999,17.798390789999996,1.144278482829601,8.382573063695302,3.2300000000000004,0.13341782313884204,5740.922878081375,0.07619255366529071,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,Microlensing,2021.0,derived_from_pl_bmasse_pl_rade,2.83,8.4,2.0435569316061675,5.588906494967333,1.54,0.04149938267788772,5452.839974127414,-0.12292510287674609,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2018-BLG-1212L b,OGLE-2018-BLG-1212L,Microlensing,2022.0,derived_from_pl_bmasse_pl_rade,9.32,63.565681399999995,0.4329539752256382,78.04131663228402,1.68,0.12713653047604928,5464.203907465328,-0.03445909554657471,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,Microlensing,2020.0,derived_from_pl_bmasse_pl_rade,14.1,209.99999999999991,0.4130748164343803,18.39221543101842,4.510000000000001,0.03390228778188133,5468.065049946028,-0.0370474782356716,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2018-BLG-1367L b,OGLE-2018-BLG-1367L,Microlensing,2022.0,derived_from_pl_bmasse_pl_rade,13.799999999999999,301.93698665000016,0.6334988327519565,101.59791942748207,1.21,0.24381083604273493,4931.387118093621,-0.12392686273750829,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,Microlensing,2021.0,derived_from_pl_bmasse_pl_rade,13.999999999999998,239.99999999999994,0.4822740524781342,90.42645693056842,3.3000000000000003,0.12630886566007,5685.114278065324,-0.03316391031659642,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2018-BLG-1647L b,OGLE-2018-BLG-1647L,Microlensing,2022.0,derived_from_pl_bmasse_pl_rade,13.799999999999999,308.29355478999986,0.6468356502835765,85.23572092606148,1.3599999999999997,0.20323794881200935,4992.8585469846485,-0.1424063160462044,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,Microlensing,2020.0,derived_from_pl_bmasse_pl_rade,12.900000000000002,1400.0000000000005,3.5960495442050524,47.871158990105236,2.8,0.45465517951745077,5208.574164173209,0.010033656345569108,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,Microlensing,2023.0,derived_from_pl_bmasse_pl_rade,12.699999999999998,2262.9382578400005,6.091556878635373,134.2569883208724,1.8399999999999996,0.18140771759807825,5004.873786330176,-0.14550704613673002,1.0,False,False,False,True,False,True,True,True,False,False,True,knn
