config_id,node_id,anchor_pl_name,radius_type,radius_value,N_obs,N_exp_neighbors,delta_N_neighbors,delta_rel_neighbors,N_exp_analog,delta_N_analog,delta_rel_analog,n_analog_nodes,reference_used,warning
orbital_pca2_cubes10_overlap0p35,cube17_cluster11,HD 86950 b,r_node_median,0.19563005501916486,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube17_cluster11,HD 86950 b,r_node_q75,0.3192940341064362,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube17_cluster11,HD 86950 b,r_kNN,0.44295801319370753,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube24_cluster2,HD 11977 b,r_node_median,0.3967612158566878,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube24_cluster2,HD 11977 b,r_node_q75,0.46666454773082205,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube24_cluster2,HD 11977 b,r_kNN,0.4143253535268329,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube19_cluster6,TYC 2187-512-1 b,r_node_median,0.7995521508179706,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube19_cluster6,TYC 2187-512-1 b,r_node_q75,0.8472956830718701,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube19_cluster6,TYC 2187-512-1 b,r_kNN,0.8950392153257697,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube18_cluster3,HD 86950 b,r_node_median,0.19563005501916486,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube18_cluster3,HD 86950 b,r_node_q75,0.3192940341064362,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube18_cluster3,HD 86950 b,r_kNN,0.44295801319370753,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube18_cluster1,HD 11977 b,r_node_median,0.3967612158566878,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube18_cluster1,HD 11977 b,r_node_q75,0.46666454773082205,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube18_cluster1,HD 11977 b,r_kNN,0.4143253535268329,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube18_cluster2,HD 111591 b,r_node_median,0.4726722907004993,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube18_cluster2,HD 111591 b,r_node_q75,0.6466327221562889,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube18_cluster2,HD 111591 b,r_kNN,0.6282668493964481,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube25_cluster1,HD 62549 b,r_node_median,0.18797230887905603,5,6.0,1.0,0.16666666663888888,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube25_cluster1,HD 62549 b,r_node_q75,0.5281523959950776,7,8.0,1.0,0.124999999984375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube25_cluster1,HD 62549 b,r_kNN,0.1256987285155465,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube24_cluster6,HD 86950 b,r_node_median,0.19563005501916486,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube24_cluster6,HD 86950 b,r_node_q75,0.3192940341064362,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube24_cluster6,HD 86950 b,r_kNN,0.44295801319370753,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube24_cluster5,HD 111591 b,r_node_median,0.4726722907004993,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube24_cluster5,HD 111591 b,r_node_q75,0.6466327221562889,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube24_cluster5,HD 111591 b,r_kNN,0.6282668493964481,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube25_cluster6,HD 142 c,r_node_median,0.35811780095019907,4,5.0,1.0,0.19999999996,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube25_cluster6,HD 142 c,r_node_q75,0.5030820014805601,6,7.0,1.0,0.1428571428367347,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube25_cluster6,HD 142 c,r_kNN,0.3176492103628987,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube25_cluster4,HD 238914 b,r_node_median,0.5112964903843331,2,,,,,,,0,unavailable,insufficient_neighbors
orbital_pca2_cubes10_overlap0p35,cube25_cluster4,HD 238914 b,r_node_q75,0.6651259599837527,2,,,,,,,0,unavailable,insufficient_neighbors
orbital_pca2_cubes10_overlap0p35,cube25_cluster4,HD 238914 b,r_kNN,0.8189554295831721,3,,,,,,,0,unavailable,insufficient_neighbors
orbital_pca2_cubes10_overlap0p35,cube25_cluster8,HD 86950 b,r_node_median,0.19563005501916486,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube25_cluster8,HD 86950 b,r_node_q75,0.3192940341064362,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube25_cluster8,HD 86950 b,r_kNN,0.44295801319370753,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube25_cluster7,HD 111591 b,r_node_median,0.4726722907004993,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube25_cluster7,HD 111591 b,r_node_q75,0.6466327221562889,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube25_cluster7,HD 111591 b,r_kNN,0.6282668493964481,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube25_cluster3,HD 11977 b,r_node_median,0.3967612158566878,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube25_cluster3,HD 11977 b,r_node_q75,0.46666454773082205,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube25_cluster3,HD 11977 b,r_kNN,0.4143253535268329,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube26_cluster1,HD 62549 b,r_node_median,0.18797230887905603,5,6.0,1.0,0.16666666663888888,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube26_cluster1,HD 62549 b,r_node_q75,0.5281523959950776,7,8.0,1.0,0.124999999984375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube26_cluster1,HD 62549 b,r_kNN,0.1256987285155465,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube26_cluster9,TYC 2187-512-1 b,r_node_median,0.7995521508179706,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube26_cluster9,TYC 2187-512-1 b,r_node_q75,0.8472956830718701,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube26_cluster9,TYC 2187-512-1 b,r_kNN,0.8950392153257697,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube32_cluster0,HD 62549 b,r_node_median,0.18797230887905603,5,6.0,1.0,0.16666666663888888,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube32_cluster0,HD 62549 b,r_node_q75,0.5281523959950776,7,8.0,1.0,0.124999999984375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube32_cluster0,HD 62549 b,r_kNN,0.1256987285155465,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube32_cluster2,HD 11112 b,r_node_median,0.2325314829277403,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube32_cluster2,HD 11112 b,r_node_q75,0.3376119735420249,4,4.0,0.0,0.0,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube32_cluster2,HD 11112 b,r_kNN,0.20252011494581396,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube32_cluster5,HD 151450 c,r_node_median,1.4330148135623964,2,,,,,,,0,unavailable,insufficient_neighbors
orbital_pca2_cubes10_overlap0p35,cube32_cluster5,HD 151450 c,r_node_q75,1.7760793078816728,2,,,,,,,0,unavailable,insufficient_neighbors
orbital_pca2_cubes10_overlap0p35,cube32_cluster5,HD 151450 c,r_kNN,2.119143802200949,3,,,,,,,0,unavailable,insufficient_neighbors
orbital_pca2_cubes10_overlap0p35,cube32_cluster4,HD 142 c,r_node_median,0.35811780095019907,4,5.0,1.0,0.19999999996,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube32_cluster4,HD 142 c,r_node_q75,0.5030820014805601,6,7.0,1.0,0.1428571428367347,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube32_cluster4,HD 142 c,r_kNN,0.3176492103628987,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube33_cluster0,HD 62549 b,r_node_median,0.18797230887905603,5,6.0,1.0,0.16666666663888888,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube33_cluster0,HD 62549 b,r_node_q75,0.5281523959950776,7,8.0,1.0,0.124999999984375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube33_cluster0,HD 62549 b,r_kNN,0.1256987285155465,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube33_cluster2,HD 155918 c,r_node_median,0.22373405932865992,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube33_cluster2,HD 155918 c,r_node_q75,0.3265578350310306,4,5.0,1.0,0.19999999996,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube33_cluster2,HD 155918 c,r_kNN,0.22373405932865992,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
