graph_a,graph_b,space_a,lens_a,space_b,lens_b,metric_zscore_l2_distance,common_metric_count,metrics_used
phys_min_density_cubes10_overlap0p35,phys_min_pca2_cubes10_overlap0p35,phys_min,density,phys_min,pca2,1.7761808587803165,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_min_density_cubes10_overlap0p35,thermal_density_cubes10_overlap0p35,phys_min,density,thermal,density,5.313738603083958,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_min_density_cubes10_overlap0p35,thermal_domain_cubes10_overlap0p35,phys_min,density,thermal,domain,3.753376277075203,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_min_density_cubes10_overlap0p35,thermal_pca2_cubes10_overlap0p35,phys_min,density,thermal,pca2,3.9078032123860513,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_min_domain_cubes10_overlap0p35,phys_min_pca2_cubes10_overlap0p35,phys_min,domain,phys_min,pca2,0.8523340974643263,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_min_domain_cubes10_overlap0p35,thermal_density_cubes10_overlap0p35,phys_min,domain,thermal,density,6.329468907347533,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_min_domain_cubes10_overlap0p35,thermal_domain_cubes10_overlap0p35,phys_min,domain,thermal,domain,4.595565813313508,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_min_domain_cubes10_overlap0p35,thermal_pca2_cubes10_overlap0p35,phys_min,domain,thermal,pca2,4.738376948300661,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_min_pca2_cubes10_overlap0p35,thermal_density_cubes10_overlap0p35,phys_min,pca2,thermal,density,6.625916024671142,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_min_pca2_cubes10_overlap0p35,thermal_domain_cubes10_overlap0p35,phys_min,pca2,thermal,domain,4.401211081914694,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_min_pca2_cubes10_overlap0p35,thermal_pca2_cubes10_overlap0p35,phys_min,pca2,thermal,pca2,4.732375718715972,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
thermal_density_cubes10_overlap0p35,thermal_domain_cubes10_overlap0p35,thermal,density,thermal,domain,5.083905236776962,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
thermal_density_cubes10_overlap0p35,thermal_pca2_cubes10_overlap0p35,thermal,density,thermal,pca2,4.084766139974876,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
thermal_domain_cubes10_overlap0p35,thermal_pca2_cubes10_overlap0p35,thermal,domain,thermal,pca2,1.2183510850082675,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
