config_id,node_id,Astrometry,Eclipse Timing Variations,Imaging,Microlensing,Orbital Brightness Modulation,Pulsar Timing,Pulsation Timing Variations,Radial Velocity,Transit,Transit Timing Variations,Disk Kinematics
joint_no_density_pca2_cubes10_overlap0p35,cube34_cluster0,0,0,0,35,0,0,0,5,41,2,
joint_no_density_pca2_cubes10_overlap0p35,cube35_cluster0,0,2,0,83,0,0,1,75,62,5,
joint_no_density_pca2_cubes10_overlap0p35,cube36_cluster0,2,6,1,149,0,0,1,341,23,4,
joint_no_density_pca2_cubes10_overlap0p35,cube37_cluster0,3,4,1,101,0,0,1,302,1,4,
joint_no_density_pca2_cubes10_overlap0p35,cube38_cluster0,0,0,0,9,0,0,1,36,0,0,
joint_no_density_pca2_cubes10_overlap0p35,cube38_cluster1,0,0,0,0,0,0,0,7,0,0,
joint_no_density_pca2_cubes10_overlap0p35,cube44_cluster0,0,4,0,15,0,0,1,77,1,0,
joint_no_density_pca2_cubes10_overlap0p35,cube45_cluster0,0,7,7,51,0,0,0,192,2,1,
joint_no_density_pca2_cubes10_overlap0p35,cube46_cluster0,1,2,7,30,0,0,0,58,0,3,
joint_no_density_pca2_cubes10_overlap0p35,cube50_cluster0,0,0,5,0,0,0,0,0,0,0,
joint_no_density_pca2_cubes10_overlap0p35,cube51_cluster0,0,0,5,0,0,0,0,0,0,0,
joint_no_density_pca2_cubes10_overlap0p35,cube53_cluster0,0,1,0,0,0,0,0,13,0,0,
joint_no_density_pca2_cubes10_overlap0p35,cube54_cluster0,0,1,4,2,0,0,0,37,0,0,
joint_no_density_pca2_cubes10_overlap0p35,cube55_cluster0,0,0,4,2,0,0,0,5,0,0,
joint_no_density_pca2_cubes10_overlap0p35,cube59_cluster0,0,0,5,0,0,0,0,0,0,0,
joint_no_density_pca2_cubes10_overlap0p35,cube60_cluster0,0,0,5,0,0,0,0,0,0,0,
joint_no_density_pca2_cubes10_overlap0p35,cube61_cluster0,0,0,10,0,0,0,0,0,0,0,
joint_no_density_pca2_cubes10_overlap0p35,cube61_cluster1,0,0,4,0,0,0,0,0,0,0,
joint_no_density_pca2_cubes10_overlap0p35,cube62_cluster0,0,0,4,0,0,0,0,0,0,0,
joint_no_density_pca2_cubes10_overlap0p35,cube68_cluster0,0,0,4,0,0,0,0,0,0,0,
joint_pca2_cubes10_overlap0p35,cube1_cluster0,0,0,0,0,0,0,0,0,4,0,
joint_pca2_cubes10_overlap0p35,cube2_cluster0,0,0,0,0,1,0,0,0,10,0,
joint_pca2_cubes10_overlap0p35,cube2_cluster1,0,0,0,0,0,0,0,0,5,0,
joint_pca2_cubes10_overlap0p35,cube4_cluster0,0,0,0,0,0,0,0,1,141,1,
